run_id,manager,standard,width_mhz,nss,gi_ns,step_size_db,step_time_s,seed,series,snr_db,rate_mbps,wall_s
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,26.0,114.706,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,25.0,103.235,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,24.0,86.0294,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,23.0,86.0294,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,22.0,86.0294,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,21.0,86.0294,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,20.0,77.4265,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,19.0,68.8235,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,18.0,68.8235,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,17.0,51.6176,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,16.0,51.6176,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,15.0,51.6176,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,14.0,51.6176,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,13.0,34.4118,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,12.0,34.4118,4.783470869064331
Ideal_802.11ax-5GHz_20MHz_1ss_800ns_st1.0_s1,Ideal,802.11ax-5GHz,20,1,800,1.0,1.0,1,selected,11.0,34.4118,4.783470869064331
